delivery_from,english_wind_generated,scottish_wind_generated,total_wind_generated
2019-05-28 02:00:00+00:00,1152.192,582.098,1734.29
2019-05-28 02:30:00+00:00,1256.948,761.928,2018.876
2019-05-28 03:00:00+00:00,1325.848,723.776,2049.624
2019-05-28 03:30:00+00:00,1404.068,866.968,2271.036
2019-05-28 04:00:00+00:00,1413.782,784.302,2198.084
2019-05-28 04:30:00+00:00,1533.634,794.466,2328.1
2019-05-28 05:00:00+00:00,1855.63,778.912,2634.542
2019-05-28 05:30:00+00:00,1980.678,799.566,2780.244
2019-05-28 06:00:00+00:00,2011.446,915.722,2927.168
2019-05-28 06:30:00+00:00,1843.476,1103.638,2947.114
2019-05-28 07:00:00+00:00,1767.934,1003.31,2771.244
2019-05-28 07:30:00+00:00,1521.024,1086.81,2607.834
2019-05-28 08:00:00+00:00,1364.596,1185.396,2549.992
2019-05-28 08:30:00+00:00,1263.106,1109.59,2372.696
2019-05-28 09:00:00+00:00,1154.942,1084.156,2239.098
2019-05-28 09:30:00+00:00,1099.852,1011.052,2110.904
2019-05-28 10:00:00+00:00,989.99,1010.482,2000.472
2019-05-28 10:30:00+00:00,931.052,991.614,1922.666
2019-05-28 11:00:00+00:00,950.216,1011.126,1961.342
2019-05-28 11:30:00+00:00,1052.528,1078.584,2131.112
2019-05-28 12:00:00+00:00,1038.02,1091.044,2129.064
2019-05-28 12:30:00+00:00,1123.26,1114.85,2238.11
2019-05-28 13:00:00+00:00,1234.152,1161.256,2395.408
2019-05-28 13:30:00+00:00,1341.168,1219.002,2560.17
2019-05-28 14:00:00+00:00,1502.636,1198.646,2701.282
2019-05-28 14:30:00+00:00,1720.756,1176.52,2897.276
2019-05-28 15:00:00+00:00,1827.682,1222.51,3050.192
2019-05-28 15:30:00+00:00,1814.126,1290.796,3104.922
2019-05-28 16:00:00+00:00,1679.688,1314.252,2993.94
2019-05-28 16:30:00+00:00,1443.388,1335.578,2778.966
2019-05-28 17:00:00+00:00,1234.692,1257.556,2492.248
2019-05-28 17:30:00+00:00,1115.65,1220.816,2336.466
2019-05-28 18:00:00+00:00,1032.984,1113.368,2146.352
2019-05-28 18:30:00+00:00,891.44,1113.376,2004.816
2019-05-28 19:00:00+00:00,695.804,1076.888,1772.692
2019-05-28 19:30:00+00:00,509.652,969.638,1479.29
2019-05-28 20:00:00+00:00,419.794,809.034,1228.828
2019-05-28 20:30:00+00:00,367.704,657.1,1024.804
2019-05-28 21:00:00+00:00,294.12,599.464,893.584
2019-05-28 21:30:00+00:00,246.28,546.08,792.36
2019-05-28 22:00:00+00:00,184.772,405.862,590.634
2019-05-28 22:30:00+00:00,199.556,343.324,542.88
2019-05-28 23:00:00+00:00,227.598,297.454,525.052
2019-05-28 23:30:00+00:00,282.418,276.77,559.188
2019-05-29 00:00:00+00:00,342.656,250.914,593.57
2019-05-29 00:30:00+00:00,363.502,225.61,589.112
2019-05-29 01:00:00+00:00,332.224,230.148,562.372
2019-05-29 01:30:00+00:00,356.268,260.544,616.812
2019-05-29 02:00:00+00:00,404.538,284.084,688.622
2019-05-29 02:30:00+00:00,404.054,340.738,744.792
2019-05-29 03:00:00+00:00,430.506,378.238,808.744
2019-05-29 03:30:00+00:00,538.004,453.772,991.776
2019-05-29 04:00:00+00:00,618.344,518.098,1136.442
2019-05-29 04:30:00+00:00,802.038,559.434,1361.472
2019-05-29 05:00:00+00:00,899.598,588.132,1487.73
2019-05-29 05:30:00+00:00,956.914,629.74,1586.654
2019-05-29 06:00:00+00:00,1068.868,667.734,1736.602
2019-05-29 06:30:00+00:00,1086.924,685.4,1772.324
2019-05-29 07:00:00+00:00,1182.418,681.006,1863.424
2019-05-29 07:30:00+00:00,1358.962,670.648,2029.61
2019-05-29 08:00:00+00:00,1521.634,695.314,2216.948
2019-05-29 08:30:00+00:00,1731.52,703.602,2435.122
2019-05-29 09:00:00+00:00,1912.912,798.992,2711.904
2019-05-29 09:30:00+00:00,2096.978,885.536,2982.514
2019-05-29 10:00:00+00:00,2432.05,977.962,3410.012
2019-05-29 10:30:00+00:00,2730.752,915.638,3646.39
2019-05-29 11:00:00+00:00,3148,864.514,4012.514
2019-05-29 11:30:00+00:00,3207.406,848.116,4055.522
2019-05-29 12:00:00+00:00,3239.366,861.726,4101.092
2019-05-29 12:30:00+00:00,3421.974,942.442,4364.416
2019-05-29 13:00:00+00:00,3689.012,1107.072,4796.084
2019-05-29 13:30:00+00:00,3846.532,1235.158,5081.69
2019-05-29 14:00:00+00:00,4004.048,1202.618,5206.666
2019-05-29 14:30:00+00:00,4057.69,1160.458,5218.148
2019-05-29 15:00:00+00:00,3906.268,1105.316,5011.584
2019-05-29 15:30:00+00:00,4215.292,949.826,5165.118
2019-05-29 16:00:00+00:00,4488.636,806.698,5295.334
2019-05-29 16:30:00+00:00,4713.596,765.15,5478.746
2019-05-29 17:00:00+00:00,5397.248,714.384,6111.632
2019-05-29 17:30:00+00:00,5918.012,670.612,6588.624
2019-05-29 18:00:00+00:00,5900.708,582.614,6483.322
2019-05-29 18:30:00+00:00,6090.122,528.436,6618.558
2019-05-29 19:00:00+00:00,6159.804,498.166,6657.97
2019-05-29 19:30:00+00:00,6216.098,448.712,6664.81
2019-05-29 20:00:00+00:00,6253.646,438.48,6692.126
2019-05-29 20:30:00+00:00,6282.724,454.292,6737.016
2019-05-29 21:00:00+00:00,6314.004,438.346,6752.35
2019-05-29 21:30:00+00:00,6241.79,507.432,6749.222
2019-05-29 22:00:00+00:00,6158.302,698.892,6857.194
2019-05-29 22:30:00+00:00,6082.614,840.072,6922.686
2019-05-29 23:00:00+00:00,6123.966,970.878,7094.844
2019-05-29 23:30:00+00:00,6311.89,1188.552,7500.442
2019-05-30 00:00:00+00:00,6351.628,1319.164,7670.792
2019-05-30 00:30:00+00:00,6394.164,1493.79,7887.954
2019-05-30 01:00:00+00:00,6369.31,1527.014,7896.324
2019-05-30 01:30:00+00:00,6236.762,1359.992,7596.754
2019-05-30 02:00:00+00:00,6332.688,1256.358,7589.046
2019-05-30 02:30:00+00:00,6294.576,1314.074,7608.65
2019-05-30 03:00:00+00:00,6053.712,1368.282,7421.994
2019-05-30 03:30:00+00:00,6029.644,1335.534,7365.178
2019-05-30 04:00:00+00:00,6058.828,1308.946,7367.774
2019-05-30 04:30:00+00:00,5925.68,1234.21,7159.89
2019-05-30 05:00:00+00:00,5717.092,1356.2,7073.292
2019-05-30 05:30:00+00:00,5747.686,1891.616,7639.302
2019-05-30 06:00:00+00:00,5797.004,2092.568,7889.572
2019-05-30 06:30:00+00:00,5494.94,2480.854,7975.794
2019-05-30 07:00:00+00:00,5422.408,2580.43,8002.838
2019-05-30 07:30:00+00:00,5395.218,2552.788,7948.006
2019-05-30 08:00:00+00:00,5401.674,2371.712,7773.386
2019-05-30 08:30:00+00:00,5383.566,2135.296,7518.862
2019-05-30 09:00:00+00:00,5421.13,1874.058,7295.188
2019-05-30 09:30:00+00:00,5424.912,1709.17,7134.082
2019-05-30 10:00:00+00:00,5513.36,1656.944,7170.304
2019-05-30 10:30:00+00:00,5480.246,1585.876,7066.122
2019-05-30 11:00:00+00:00,5347.738,1455.886,6803.624
2019-05-30 11:30:00+00:00,5453.776,1451.406,6905.182
2019-05-30 12:00:00+00:00,5476.42,1407.818,6884.238
2019-05-30 12:30:00+00:00,5526.19,1369.736,6895.926
2019-05-30 13:00:00+00:00,5374.722,1362.198,6736.92
2019-05-30 13:30:00+00:00,5471.304,1357.006,6828.31
2019-05-30 14:00:00+00:00,5602.182,1428.75,7030.932
2019-05-30 14:30:00+00:00,5603.454,1424.292,7027.746
2019-05-30 15:00:00+00:00,5732.538,1436.608,7169.146
2019-05-30 15:30:00+00:00,5691.524,1392.704,7084.228
2019-05-30 16:00:00+00:00,5468.202,1309.312,6777.514
2019-05-30 16:30:00+00:00,5307.07,1212.134,6519.204
2019-05-30 17:00:00+00:00,5036.214,1182.374,6218.588
2019-05-30 17:30:00+00:00,5032.236,1171.086,6203.322
2019-05-30 18:00:00+00:00,5106.428,1130.45,6236.878
2019-05-30 18:30:00+00:00,5191.82,1097.916,6289.736
2019-05-30 19:00:00+00:00,5079.172,964.024,6043.196
2019-05-30 19:30:00+00:00,5025.678,831.728,5857.406
2019-05-30 20:00:00+00:00,5010.16,799.566,5809.726
2019-05-30 20:30:00+00:00,4978.192,728.098,5706.29
2019-05-30 21:00:00+00:00,5100.028,754.45,5854.478
2019-05-30 21:30:00+00:00,5104.122,720.272,5824.394
2019-05-30 22:00:00+00:00,4858.744,624.432,5483.176
2019-05-30 22:30:00+00:00,4796.326,595.29,5391.616
2019-05-30 23:00:00+00:00,4776.558,607.362,5383.92
2019-05-30 23:30:00+00:00,4735.916,621.902,5357.818
2019-05-31 00:00:00+00:00,4618.356,538.976,5157.332
2019-05-31 00:30:00+00:00,4409.296,552.098,4961.394
2019-05-31 01:00:00+00:00,4136.884,609.582,4746.466
2019-05-31 01:30:00+00:00,4001.324,649.828,4651.152
2019-05-31 02:00:00+00:00,3830.084,736.478,4566.562
2019-05-31 02:30:00+00:00,3657.04,758.244,4415.284
2019-05-31 03:00:00+00:00,3374.808,831.63,4206.438
2019-05-31 03:30:00+00:00,3343.252,973.002,4316.254
2019-05-31 04:00:00+00:00,3214.556,1161.696,4376.252
2019-05-31 04:30:00+00:00,3186.328,1312.484,4498.812
2019-05-31 05:00:00+00:00,3256.172,1421.358,4677.53
2019-05-31 05:30:00+00:00,3265.792,1581.768,4847.56
2019-05-31 06:00:00+00:00,3388.016,1583.022,4971.038
2019-05-31 06:30:00+00:00,3485.764,1683.176,5168.94
2019-05-31 07:00:00+00:00,3526.38,1774.926,5301.306
2019-05-31 07:30:00+00:00,3442.998,1962.938,5405.936
2019-05-31 08:00:00+00:00,3201.82,2012.8,5214.62
2019-05-31 08:30:00+00:00,3439.8,2169.088,5608.888
2019-05-31 09:00:00+00:00,3677.024,2351.824,6028.848
2019-05-31 09:30:00+00:00,3740.27,2472.59,6212.86
2019-05-31 10:00:00+00:00,3777.744,2551.102,6328.846
2019-05-31 10:30:00+00:00,3775.598,2685.992,6461.59
2019-05-31 11:00:00+00:00,3675.012,2771.792,6446.804
2019-05-31 11:30:00+00:00,3764.974,2802.14,6567.114
2019-05-31 12:00:00+00:00,3760.466,2800.004,6560.47
2019-05-31 12:30:00+00:00,3937.102,2742.826,6679.928
2019-05-31 13:00:00+00:00,3768.872,2690.842,6459.714
2019-05-31 13:30:00+00:00,3825.43,2826.706,6652.136
2019-05-31 14:00:00+00:00,3817.08,2958.512,6775.592
2019-05-31 14:30:00+00:00,3828.128,2822.472,6650.6
2019-05-31 15:00:00+00:00,4058.876,2840.468,6899.344
2019-05-31 15:30:00+00:00,4391.478,2865.83,7257.308
2019-05-31 16:00:00+00:00,4473.142,2792.352,7265.494
2019-05-31 16:30:00+00:00,4487.208,2633.654,7120.862
2019-05-31 17:00:00+00:00,4514.976,2722.582,7237.558
2019-05-31 17:30:00+00:00,4414.708,2719.16,7133.868
2019-05-31 18:00:00+00:00,4380.384,2684.054,7064.438
2019-05-31 18:30:00+00:00,4525.978,2477.322,7003.3
2019-05-31 19:00:00+00:00,4462.558,2444.018,6906.576
2019-05-31 19:30:00+00:00,4308.962,2426.676,6735.638
2019-05-31 20:00:00+00:00,4155.362,2409.33,6564.692
2019-05-31 20:30:00+00:00,4001.756,2391.992,6393.748
2019-05-31 21:00:00+00:00,3848.152,2374.65,6222.802
2019-05-31 21:30:00+00:00,3694.554,2357.32,6051.874
2019-05-31 22:00:00+00:00,3540.956,2339.98,5880.936
2019-05-31 22:30:00+00:00,3387.34,2322.648,5709.988
2019-05-31 23:00:00+00:00,3233.738,2305.302,5539.04
2019-05-31 23:30:00+00:00,3080.14,2287.974,5368.114
2019-06-01 00:00:00+00:00,2926.528,2270.63,5197.158
2019-06-01 00:30:00+00:00,2772.926,2253.292,5026.218
2019-06-01 01:00:00+00:00,2619.324,2235.942,4855.266
2019-06-01 01:30:00+00:00,2465.718,2218.614,4684.332
2019-06-01 02:00:00+00:00,2312.124,2201.278,4513.402
2019-06-01 02:30:00+00:00,2158.516,2183.95,4342.466
2019-06-01 03:00:00+00:00,2004.914,2166.6,4171.514
2019-06-01 03:30:00+00:00,1851.312,2149.262,4000.574
2019-06-01 04:00:00+00:00,1697.7,2131.918,3829.618
2019-06-01 04:30:00+00:00,1544.102,2114.59,3658.692
2019-06-01 05:00:00+00:00,1390.5,2097.244,3487.744
2019-06-01 05:30:00+00:00,1236.884,2079.912,3316.796
2019-06-01 06:00:00+00:00,1083.286,2062.572,3145.858
2019-06-01 06:30:00+00:00,929.688,2045.242,2974.93
2019-06-01 07:00:00+00:00,776.084,2027.898,2803.982
2019-06-01 07:30:00+00:00,622.478,2010.562,2633.04
2019-06-01 08:00:00+00:00,468.878,1993.216,2462.094
2019-06-01 08:30:00+00:00,315.282,1975.874,2291.156
2019-06-01 09:00:00+00:00,221.934,1966.576,2188.51
2019-06-01 09:30:00+00:00,217.032,2042.86,2259.892
2019-06-01 10:00:00+00:00,204.102,2223.154,2427.256
2019-06-01 10:30:00+00:00,230.336,2257.286,2487.622
2019-06-01 11:00:00+00:00,258.724,2218.606,2477.33
2019-06-01 11:30:00+00:00,289.808,2226.638,2516.446
2019-06-01 12:00:00+00:00,319.976,2291.302,2611.278
2019-06-01 12:30:00+00:00,328.298,2450.258,2778.556
2019-06-01 13:00:00+00:00,368.486,2353.962,2722.448
2019-06-01 13:30:00+00:00,504.25,2161.304,2665.554
2019-06-01 14:00:00+00:00,693.38,2028.1,2721.48
2019-06-01 14:30:00+00:00,911.222,1846.388,2757.61
2019-06-01 15:00:00+00:00,1058.89,1660.004,2718.894
2019-06-01 15:30:00+00:00,1116.262,1630.768,2747.03
2019-06-01 16:00:00+00:00,1206.53,1630.778,2837.308
2019-06-01 16:30:00+00:00,1273.652,1679.592,2953.244
2019-06-01 17:00:00+00:00,1242.902,1589.58,2832.482
2019-06-01 17:30:00+00:00,1275.056,1297.354,2572.41
2019-06-01 18:00:00+00:00,1238.7,998.048,2236.748
2019-06-01 18:30:00+00:00,1249.784,913.05,2162.834
2019-06-01 19:00:00+00:00,1329.75,789.91,2119.66
2019-06-01 19:30:00+00:00,1314.104,775.008,2089.112
2019-06-01 20:00:00+00:00,1447.694,763.116,2210.81
2019-06-01 20:30:00+00:00,1588.428,803.876,2392.304
2019-06-01 21:00:00+00:00,1797.608,851.568,2649.176
2019-06-01 21:30:00+00:00,2176.506,999.364,3175.87
2019-06-01 22:00:00+00:00,2541.288,1153,3694.288
2019-06-01 22:30:00+00:00,2792.726,1260.468,4053.194
2019-06-01 23:00:00+00:00,3010.742,1493.324,4504.066
2019-06-01 23:30:00+00:00,3219.354,1776.186,4995.54
2019-06-02 00:00:00+00:00,3661.192,1806.014,5467.206
2019-06-02 00:30:00+00:00,3785.25,1996.818,5782.068
2019-06-02 01:00:00+00:00,3650.154,2015.546,5665.7
2019-06-02 01:30:00+00:00,3611.522,2143.268,5754.79
2019-06-02 02:00:00+00:00,3777.478,2342.84,6120.318
2019-06-02 02:30:00+00:00,3810.676,2521.094,6331.77
2019-06-02 03:00:00+00:00,3670.34,2848.21,6518.55
2019-06-02 03:30:00+00:00,3525.08,2838.436,6363.516
2019-06-02 04:00:00+00:00,3519.03,2443.774,5962.804
2019-06-02 04:30:00+00:00,3585.136,2315.304,5900.44
2019-06-02 05:00:00+00:00,3545.328,2412.84,5958.168
2019-06-02 05:30:00+00:00,3518.59,2517.066,6035.656
2019-06-02 06:00:00+00:00,3509.534,2628.028,6137.562
2019-06-02 06:30:00+00:00,3613.732,2585.116,6198.848
2019-06-02 07:00:00+00:00,3567.074,2804.268,6371.342
2019-06-02 07:30:00+00:00,3550.108,2848.636,6398.744
2019-06-02 08:00:00+00:00,3917.574,2887.242,6804.816
2019-06-02 08:30:00+00:00,4130.996,3124.018,7255.014
2019-06-02 09:00:00+00:00,4306.746,3204.748,7511.494
2019-06-02 09:30:00+00:00,4421.984,3108.306,7530.29
2019-06-02 10:00:00+00:00,4777.838,3082.56,7860.398
2019-06-02 10:30:00+00:00,4948.268,2812.232,7760.5
2019-06-02 11:00:00+00:00,4907.462,2712.738,7620.2
2019-06-02 11:30:00+00:00,4689.958,2550.42,7240.378
2019-06-02 12:00:00+00:00,4883.48,2526.098,7409.578
2019-06-02 12:30:00+00:00,5162.268,2616.594,7778.862
2019-06-02 13:00:00+00:00,5541.17,2537.338,8078.508
2019-06-02 13:30:00+00:00,5940.554,2372.702,8313.256
2019-06-02 14:00:00+00:00,5956.608,2340.8,8297.408
2019-06-02 14:30:00+00:00,5827.034,2289.634,8116.668
2019-06-02 15:00:00+00:00,5609.134,2219.068,7828.202
2019-06-02 15:30:00+00:00,5545.27,2012.97,7558.24
2019-06-02 16:00:00+00:00,5526.408,2032.36,7558.768
2019-06-02 16:30:00+00:00,5921.08,1954.198,7875.278
2019-06-02 17:00:00+00:00,6122.162,1916.134,8038.296
2019-06-02 17:30:00+00:00,6013.208,1997.994,8011.202
2019-06-02 18:00:00+00:00,6050.75,1954.428,8005.178
2019-06-02 18:30:00+00:00,6094.708,1920.286,8014.994
2019-06-02 19:00:00+00:00,6241.982,1859.298,8101.28
2019-06-02 19:30:00+00:00,6172.154,1862.564,8034.718
2019-06-02 20:00:00+00:00,6063.066,1964.096,8027.162
2019-06-02 20:30:00+00:00,6170.694,1891.89,8062.584
2019-06-02 21:00:00+00:00,6306.632,1825.968,8132.6
2019-06-02 21:30:00+00:00,6267.28,1824.952,8092.232
2019-06-02 22:00:00+00:00,6080.566,1715.834,7796.4
2019-06-02 22:30:00+00:00,6001.852,1510.384,7512.236
2019-06-02 23:00:00+00:00,5867.896,1518.864,7386.76
2019-06-02 23:30:00+00:00,5690.96,1602.622,7293.582
2019-06-03 00:00:00+00:00,5482.146,1618.766,7100.912
2019-06-03 00:30:00+00:00,5350.148,1658.982,7009.13
2019-06-03 01:00:00+00:00,5065.408,1602.176,6667.584
2019-06-03 01:30:00+00:00,5009.142,1646.812,6655.954
2019-06-03 02:00:00+00:00,4919.262,1609.484,6528.746
2019-06-03 02:30:00+00:00,4835.096,1649.04,6484.136
2019-06-03 03:00:00+00:00,4680.432,1607.916,6288.348
2019-06-03 03:30:00+00:00,4582.026,1641.926,6223.952
2019-06-03 04:00:00+00:00,4656.642,1659.994,6316.636
2019-06-03 04:30:00+00:00,4744.986,1911.146,6656.132
2019-06-03 05:00:00+00:00,4816.982,2152.1,6969.082
2019-06-03 05:30:00+00:00,4888.83,2587.326,7476.156
2019-06-03 06:00:00+00:00,4877.952,2961.876,7839.828
2019-06-03 06:30:00+00:00,4827.578,3137.332,7964.91
2019-06-03 07:00:00+00:00,4815.35,3241.592,8056.942
2019-06-03 07:30:00+00:00,4717.55,3239.81,7957.36
2019-06-03 08:00:00+00:00,4634.762,3288.522,7923.284
2019-06-03 08:30:00+00:00,4632.178,3109.142,7741.32
2019-06-03 09:00:00+00:00,4640.59,2970.98,7611.57
2019-06-03 09:30:00+00:00,4583.916,2922.02,7505.936
2019-06-03 10:00:00+00:00,4481.116,2893.156,7374.272
2019-06-03 10:30:00+00:00,4320.47,3022.216,7342.686
2019-06-03 11:00:00+00:00,4189.604,2972.854,7162.458
2019-06-03 11:30:00+00:00,4145.124,2984.592,7129.716
2019-06-03 12:00:00+00:00,4163.458,2959.974,7123.432
2019-06-03 12:30:00+00:00,4285.448,2996.338,7281.786
2019-06-03 13:00:00+00:00,4530.988,2966,7496.988
2019-06-03 13:30:00+00:00,4311.144,2962.538,7273.682
2019-06-03 14:00:00+00:00,3935.4,3098.334,7033.734
2019-06-03 14:30:00+00:00,3911.678,3206.602,7118.28
2019-06-03 15:00:00+00:00,4015.508,3464.952,7480.46
2019-06-03 15:30:00+00:00,4025.7,3435.204,7460.904
2019-06-03 16:00:00+00:00,4203.862,3454.724,7658.586
2019-06-03 16:30:00+00:00,4146.802,3532.202,7679.004
2019-06-03 17:00:00+00:00,4142,3579.458,7721.458
2019-06-03 17:30:00+00:00,4066.384,3769.612,7835.996
2019-06-03 18:00:00+00:00,3833.148,3630.002,7463.15
2019-06-03 18:30:00+00:00,3720.52,3482.27,7202.79
2019-06-03 19:00:00+00:00,3677.98,3254.876,6932.856
2019-06-03 19:30:00+00:00,3470.972,3149.238,6620.21
2019-06-03 20:00:00+00:00,3335.064,2933.148,6268.212
2019-06-03 20:30:00+00:00,3127.678,2571.142,5698.82
2019-06-03 21:00:00+00:00,2879.844,2351.926,5231.77
2019-06-03 21:30:00+00:00,2742.824,2334.424,5077.248
2019-06-03 22:00:00+00:00,2666.26,2081.576,4747.836
2019-06-03 22:30:00+00:00,2577.34,1854.204,4431.544
2019-06-03 23:00:00+00:00,2469.752,1760.546,4230.298
2019-06-03 23:30:00+00:00,2231.812,1637.802,3869.614
2019-06-04 00:00:00+00:00,1998.354,1591.898,3590.252
2019-06-04 00:30:00+00:00,1771.172,1573.76,3344.932
2019-06-04 01:00:00+00:00,1446.812,1493.778,2940.59
2019-06-04 01:30:00+00:00,1210.752,1462.012,2672.764
2019-06-04 02:00:00+00:00,1140.766,1376.586,2517.352
2019-06-04 02:30:00+00:00,1067.89,1247.488,2315.378
2019-06-04 03:00:00+00:00,1026.298,1277.786,2304.084
2019-06-04 03:30:00+00:00,968.112,1234.496,2202.608
2019-06-04 04:00:00+00:00,952.154,1181.704,2133.858
2019-06-04 04:30:00+00:00,944.062,1156.742,2100.804
2019-06-04 05:00:00+00:00,871.214,1049.64,1920.854
2019-06-04 05:30:00+00:00,865.394,974.264,1839.658
2019-06-04 06:00:00+00:00,850.346,892.782,1743.128
2019-06-04 06:30:00+00:00,889.434,795.646,1685.08
2019-06-04 07:00:00+00:00,860.182,754.826,1615.008
2019-06-04 07:30:00+00:00,708.234,629.79,1338.024
2019-06-04 08:00:00+00:00,800.324,563.408,1363.732
2019-06-04 08:30:00+00:00,840.336,449.646,1289.982
2019-06-04 09:00:00+00:00,900.098,437.48,1337.578
2019-06-04 09:30:00+00:00,1080.204,402.222,1482.426
2019-06-04 10:00:00+00:00,1308.136,406.886,1715.022
2019-06-04 10:30:00+00:00,1475.746,381.814,1857.56
2019-06-04 11:00:00+00:00,1675.87,360.39,2036.26
2019-06-04 11:30:00+00:00,1795.696,327.466,2123.162
2019-06-04 12:00:00+00:00,1974.884,306.366,2281.25
2019-06-04 12:30:00+00:00,2044.614,301.996,2346.61
2019-06-04 13:00:00+00:00,2262.914,303.314,2566.228
2019-06-04 13:30:00+00:00,2542.502,308.914,2851.416
2019-06-04 14:00:00+00:00,2775.606,341.594,3117.2
2019-06-04 14:30:00+00:00,2758.838,322.69,3081.528
2019-06-04 15:00:00+00:00,2349.24,350.866,2700.106
2019-06-04 15:30:00+00:00,1918.398,389.062,2307.46
2019-06-04 16:00:00+00:00,1753.644,420.226,2173.87
2019-06-04 16:30:00+00:00,1734.348,440.04,2174.388
2019-06-04 17:00:00+00:00,1897.58,538.118,2435.698
2019-06-04 17:30:00+00:00,1935.92,659.52,2595.44
2019-06-04 18:00:00+00:00,2071.69,790.106,2861.796
2019-06-04 18:30:00+00:00,2161.038,925.166,3086.204
2019-06-04 19:00:00+00:00,2070.74,988.896,3059.636
2019-06-04 19:30:00+00:00,2005.63,1053.848,3059.478
2019-06-04 20:00:00+00:00,2056.098,1167.112,3223.21
2019-06-04 20:30:00+00:00,2041.506,1166.068,3207.574
2019-06-04 21:00:00+00:00,2120.656,1188.246,3308.902
2019-06-04 21:30:00+00:00,2221.704,1226.86,3448.564
2019-06-04 22:00:00+00:00,2218.78,1259.934,3478.714
2019-06-04 22:30:00+00:00,2155.21,1268.018,3423.228
2019-06-04 23:00:00+00:00,1816.034,1283.626,3099.66
2019-06-04 23:30:00+00:00,1837.674,1361.786,3199.46
2019-06-05 00:00:00+00:00,2012.588,1471.078,3483.666
2019-06-05 00:30:00+00:00,2105.406,1591.516,3696.922
2019-06-05 01:00:00+00:00,2023.016,1708.658,3731.674
2019-06-05 01:30:00+00:00,2076.058,1801.116,3877.174
2019-06-05 02:00:00+00:00,2061.55,1894.514,3956.064
2019-06-05 02:30:00+00:00,2126.086,1880.806,4006.892
2019-06-05 03:00:00+00:00,2032.678,1828.488,3861.166
2019-06-05 03:30:00+00:00,2167.068,1725.318,3892.386
2019-06-05 04:00:00+00:00,2250.144,1628.17,3878.314
2019-06-05 04:30:00+00:00,2361.378,1612.364,3973.742
2019-06-05 05:00:00+00:00,2549.544,1495.716,4045.26
2019-06-05 05:30:00+00:00,2513.694,1479.962,3993.656
2019-06-05 06:00:00+00:00,2415.136,1384.658,3799.794
2019-06-05 06:30:00+00:00,2374.414,1284.602,3659.016
2019-06-05 07:00:00+00:00,2565.212,1309.392,3874.604
2019-06-05 07:30:00+00:00,2909.424,1337.162,4246.586
2019-06-05 08:00:00+00:00,3035.882,1381.174,4417.056
2019-06-05 08:30:00+00:00,2996.434,1395.294,4391.728
2019-06-05 09:00:00+00:00,2801.476,1354.636,4156.112
2019-06-05 09:30:00+00:00,2599.32,1290.626,3889.946
2019-06-05 10:00:00+00:00,2562.826,1256.676,3819.502
2019-06-05 10:30:00+00:00,2347.208,1205.966,3553.174
2019-06-05 11:00:00+00:00,2155.358,1167.302,3322.66
2019-06-05 11:30:00+00:00,1995.942,1165.366,3161.308
2019-06-05 12:00:00+00:00,2146.776,1266.972,3413.748
2019-06-05 12:30:00+00:00,2167.168,1325.658,3492.826
2019-06-05 13:00:00+00:00,2082.28,1261.364,3343.644
2019-06-05 13:30:00+00:00,1859.408,1141.496,3000.904
2019-06-05 14:00:00+00:00,2004.194,1035.682,3039.876
2019-06-05 14:30:00+00:00,1994.014,985.698,2979.712
2019-06-05 15:00:00+00:00,1999.406,928.436,2927.842
2019-06-05 15:30:00+00:00,1767.698,909.22,2676.918
2019-06-05 16:00:00+00:00,1603.298,892.348,2495.646
2019-06-05 16:30:00+00:00,1535.546,830.984,2366.53
2019-06-05 17:00:00+00:00,1359.586,864.496,2224.082
2019-06-05 17:30:00+00:00,1276.834,926.346,2203.18
2019-06-05 18:00:00+00:00,1150.86,948.718,2099.578
2019-06-05 18:30:00+00:00,1030.806,963.468,1994.274
2019-06-05 19:00:00+00:00,1118.102,995.844,2113.946
2019-06-05 19:30:00+00:00,1038.968,993.53,2032.498
2019-06-05 20:00:00+00:00,939.906,997.908,1937.814
2019-06-05 20:30:00+00:00,917.608,1035.712,1953.32
2019-06-05 21:00:00+00:00,908.328,953.742,1862.07
2019-06-05 21:30:00+00:00,1059.28,943.158,2002.438
2019-06-05 22:00:00+00:00,1020.852,958.95,1979.802
2019-06-05 22:30:00+00:00,848.272,974.68,1822.952
2019-06-05 23:00:00+00:00,751.774,854.296,1606.07
2019-06-05 23:30:00+00:00,711.208,830.706,1541.914
2019-06-06 00:00:00+00:00,745.836,755.936,1501.772
2019-06-06 00:30:00+00:00,897.46,744.752,1642.212
2019-06-06 01:00:00+00:00,986.07,754.974,1741.044
2019-06-06 01:30:00+00:00,1077.36,805.864,1883.224
2019-06-06 02:00:00+00:00,1106.744,838.894,1945.638
2019-06-06 02:30:00+00:00,1043.922,856.53,1900.452
2019-06-06 03:00:00+00:00,1107.076,880.894,1987.97
2019-06-06 03:30:00+00:00,1233.722,937.678,2171.4
2019-06-06 04:00:00+00:00,1313.92,950.938,2264.858
2019-06-06 04:30:00+00:00,1234.624,928.442,2163.066
2019-06-06 05:00:00+00:00,1251.814,900.134,2151.948
2019-06-06 05:30:00+00:00,1325.52,939.836,2265.356
2019-06-06 06:00:00+00:00,1295.638,1033.426,2329.064
2019-06-06 06:30:00+00:00,1272.74,1055.668,2328.408
2019-06-06 07:00:00+00:00,1213.43,1126.474,2339.904
